name,current_status,jurisdiction_code,current_alternative_legal_name,incorporation_date,registered_address_street_address,registered_address_region
Sauna City LLC,Inactive   Dissolved (Administrative),us_tn,,2013-10-03,,
"Gulch Sauna, LLC",Active,us_tn,,2022-08-16,,
Mama Sauna's LLC,Active,us_tn,,2022-09-12,,
Serene Steam And Sauna LLC,Active,us_tn,,2022-10-19,,
FORGED SAUNAS Inc,Inactive   Dissolved (Administrative),us_tn,,2022-10-28,,
Grizzly Sauna Company LLC,Active,us_tn,,2023-11-07,,
The Sauna Place Inc.,Active,us_tn,,2023-11-22,,
"Sauna Works, Inc.",Active,us_tn,,2024-02-27,,
"THE SAUNA CLUB, INC.",Forfeited Existence,us_tx,,1963-02-04,,
"SAUNA INTERNATIONAL, INC.",Voluntarily Dissolved,us_tx,,1963-11-18,,
"EDDIE SOUTHERN'S SAUNA, INC.",Forfeited Existence,us_tx,,1964-06-19,,
"SAUNA SPA HEALTH CLUB, INC.",Forfeited Existence,us_tx,,1965-04-01,,
"SAUNA HEALTH RESORT, INC. OF ABILENE",Forfeited Existence,us_tx,,1965-11-19,,
"SAUNAS OF TEXAS, INC.",Forfeited Existence,us_tx,,1965-12-16,,
"SAUNA CENTERS, INC.",Forfeited Existence,us_tx,,1966-01-05,,
"PORTA-SAUNA OF TEXAS, INC.",Forfeited Existence,us_tx,,1967-10-19,,
"SAUNAS OF TEXAS, INC.",Forfeited Existence,us_tx,,1975-06-11,,
"REDILINE SAUNAS, INC.",Forfeited Existence,us_tx,,1977-07-15,,
"VIKING SAUNA OF CENTRAL TEXAS, INC.",Voluntarily Dissolved,us_tx,,1977-10-12,,
"WHIRLPOOL STEAM & SAUNA UNLIMITED, INC.",Forfeited Existence,us_tx,,1978-10-04,,
"TEXAS SAUNA & SPA, INC.",Forfeited Existence,us_tx,,1979-10-04,,
TEJAS TUB AND SAUNA COMPANY,Forfeited Existence,us_tx,,1981-08-31,,
FROG POND HOTTUB SAUNA CLUB INC.,Forfeited Existence,us_tx,,1983-07-21,,
"SPAS & SAUNA'S, INC.",Forfeited Existence,us_tx,,1983-08-12,,
"HAMMAMI IMAGING & ASSOCIATES, M.D., P.A.",In Existence,us_tx,,2000-10-09,2513 W TRENTON RD,TX
"FANTASTIC SAUNA & BATH, INCORPORATED",Forfeited Existence,us_tx,,1999-12-22,11029 SHADY TRL STE 125,TX
"Unique Tubs, Saunas & Steamers, L.L.C.",Forfeited Existence,us_tx,,2001-09-07,9903 BAL HARBOR RD,TX
PAK'S HEALTH SAUNA INC.,Forfeited Existence,us_tx,,2004-03-29,7457 HARWIN DR STE 304,TX
AAA Sauna and Steam Centers LLC,Forfeited Existence,us_tx,,2005-08-29,PO BOX 742363,TX
"C&C Saunas, LLC",Forfeited Existence,us_tx,,2006-02-22,4 MSANCHESTER RD,TX
"Resauna, LLC",Forfeited Existence,us_tx,,2008-04-09,9031 KNIGHT RD,TX
"Sauna King Rental, LLC",Forfeited Existence,us_tx,,2009-07-02,PO BOX 483,TX
The 5th Element Spa & Sauna Corporation,Forfeited Existence,us_tx,,2011-03-08,3301 E RANCIER AVE STE 101G,TX
"Lone Star Saunas, L.L.C.",Voluntarily Dissolved,us_tx,,2011-06-02,2334 HINTON DR,TX
"S S SAUNAS, LLC",In Existence,us_tx,,2012-01-03,2211 RAYFORD RD STE 111-437,TX
Banya Tree Corporate LLC,In Existence,us_tx,,2012-01-24,4701 W PARK BLVD STE 104,TX
Life Spa & Sauna LLC,Voluntarily Dissolved,us_tx,,2013-03-11,PO BOX 864452,TX
Ski and Sauna LLC,In Existence,us_tx,,2014-05-23,500 N AKARD ST STE 1900,TX
"AM-FINN Sauna Company, Inc.",Forfeited Existence,us_tx,,2014-08-11,372 S. Eagle Rd. #341,ID
"Sauna Soleil, Limited Liability Company",Forfeited Existence,us_tx,,2016-11-22,3839 BRIARGROVE LN APT 11203,TX
O3Zone Sauna Therapy Services Dallas LLC,In Existence,us_tx,,2017-08-14,109A N GREENVILLE AVE,TX
ROYAL SAUNA & SPA INC.,In Existence,us_tx,,2017-11-07,9145 WH BURGES DR,TX
Bruiser's Bathhouse LLC,In Existence,us_tx,,2019-02-19,3485 NW COUNTY ROAD 3230,TX
"SB Sauna Co., LLC",In Existence,us_tx,,2019-04-12,809 S SAINT MARYS ST,TX
Sauna Works Inc.,In Existence,us_tx,,2019-04-26,1077 Eastshore HWY,CA
Sudor Sauna Studios Inc.,Voluntarily Dissolved,us_tx,,2019-05-08,3751 UNIVERSITY BLVD,TX
Vitality Sauna and Body Contouring LLC,Forfeited Existence,us_tx,,2019-12-20,5200 WINDHAVEN PKWY APT 15307,TX
iSauna Lounge Inc.,Forfeited Existence,us_tx,,2020-02-24,8300 RED BLUFF RD APT 1531,TX
"Hair By Khasauna, LLC",In Existence,us_tx,,2020-05-04,15315 SOUTHWEST FWY_158 159,TX
Starz Sauna LLC,Forfeited Existence,us_tx,,2020-07-27,10601 CLARENCE DR STE 250,TX
MIXED AND MINGLED BATHHOUSE LLC,In Existence,us_tx,,2020-11-13,5900 BALCONES DR STE 100,TX
PHOENIX RISING INFRARED SAUNA LLC,Forfeited Existence,us_tx,,2021-01-29,1061 N COLEMAN ST,TX
"Bathhouse Botanicals, LLC",In Existence,us_tx,,2021-03-20,12701 BOBCAT RD,TX
Sauna Hub LLC,In Existence,us_tx,,2021-03-30,5900 BALCONES DR STE 100,TX
"Cypress Sauna, LLC",In Existence,us_tx,,2021-04-07,433 NORTH LOOP W,TX
Cove Texas Saunas LLC,In Existence,us_tx,,2021-05-11,3403 RED CEDAR DR,TX
SUNBRIGHT SAUNA LLC.,Forfeited Existence,us_tx,,2021-05-21,3213 WIMBERLEY LN,TX
"Sudor Sauna Studios, L.L.C.",In Existence,us_tx,,2021-06-30,3751 UNIVERSITY BLVD,TX
JaiCooze Sauna and Medspa LLC,In Existence,us_tx,,2021-11-09,3010 LYNDON B JOHNSON FWY FL 1200,TX
SAUNA CAR WASH LLC,In Existence,us_tx,,2021-11-12,7738 QUAIL MEADOW DR,TX
Parker County Sauna LLC,In Existence,us_tx,,2021-12-18,718 NORTH ST,TX
Luxe Life Sauna& Body Bar L.L.C.,Forfeited Existence,us_tx,,2022-01-26,1315 GRAND AVENUE PKWY STE 102,TX
"Sauna Texas, LLC",In Existence,us_tx,,2023-01-06,2328 HUMMINGBIRD TRL,TX
Pattys Bodysculpting And Sauna LLC,In Existence,us_tx,,2023-02-10,6328 FRANK VALDEZ DR APT B,TX
Cucubanya Investments LLC,In Existence,us_tx,,2023-02-14,PO BOX 815622,TX
Ash & Sage Sauna Spa LLC,In Existence,us_tx,,2023-03-22,10601 CLARENCE DR STE 250,TX
ONE SAUNA SPA LLC,In Existence,us_tx,,2023-03-30,23103 BRIARSTONE HARBOR TRL,TX
"Drip Sauna, LLC",In Existence,us_tx,,2023-03-30,511 E JOHN CARPENTER FWY STE 500,TX
JUST BREATHE SALT SPA & SAUNA LLC,In Existence,us_tx,,2023-04-18,2231 RIDGE RD STE 102,TX
"The Hot Box Sauna, LLC",In Existence,us_tx,,2023-05-22,1421 MERCHANTS TALE LN,TX
loyly Sauna Lounge LLC,In Existence,us_tx,,2023-08-02,1210 W CLAY ST STE 18,TX
Siren Bathhouse LLC,In Existence,us_tx,,2023-08-08,1801 W SPRING CREEK PKWY APT Q1,TX
SaunaKool LLC,In Existence,us_tx,,2023-08-16,4109 E COUNTY ROAD 63,TX
the sauna studio LLC,In Existence,us_tx,,2023-09-11,100 NE MAIN ST STE B,TX
Island Cold Plunge and Sauna LLC,In Existence,us_tx,,2023-09-18,12333 SOWDEN RD STE B,TX
SWEATSCAPE Sauna LLC,In Existence,us_tx,,2023-10-26,,
ZenTent Saunas LLC,In Existence,us_tx,,2023-10-18,,
Saunas.com LLC,In Existence,us_tx,,2024-02-05,8350 N CENTRAL EXPY STE 1150,TX
LBK Cold Plunge & Sauna LLC,In Existence,us_tx,,2024-02-06,6405 107TH ST STE 200,TX
Lone Star Sauna Company LLC,In Existence,us_tx,,2024-03-22,2600 E SOUTHLAKE BLVD STE 120195,TX
Street Side Sauna Company LLC,In Existence,us_tx,,2024-03-27,12333 SOWDEN RD STE B # 366386,TX
"Sauna Therapy, LLC",In Existence,us_tx,,2024-04-01,2508 BOLL ST,TX
Oli Saunas LLC,In Existence,us_tx,,2024-04-09,6104 OLD FREDERICKSBURG RD # 90661,TX
SAUNA SPA LLC,In Existence,us_tx,,2024-05-06,1209 SNOWBIRD DR,TX
AM-FINN SAUNA COMPANY INC.,Expired   Failure To File Renewal,us_ut,,2018-04-09,"6700 N LINDER RD, SUITE 156-280",ID
"REVIVE INFRARED SAUNAS, LLC",Active   Current,us_ut,,2019-02-20,"380 E MAIN, SUITE F",UT
SOLACE SALT AND SAUNA LLC,Expired   Failure To File Renewal,us_ut,,2020-05-11,1512 E Hayrocks Dr,UT
"ENLIGHTEN SAUNA STUDIO, LLC",Expired   Failure To File Renewal,us_ut,,2020-06-30,"2113 N MAIN ST, SUITE 4",UT
"SAUNA WEST, LLC",Active   Current,us_ut,,2020-07-09,1695 S 1600 E,UT
DRIP SAUNA STUDIO LLC,Expired   Voluntarily Dissolved,us_ut,,2020-07-09,519 N 40 W,UT
"SANCTUARY SAUNAS, L.L.C.",Active   Current,us_ut,,2020-11-03,625 East 100 South,UT
SAUNA MAMAS LLC,Active   Current,us_ut,,2021-05-10,3815 E Mesa Rock Dr,UT
SWEATLOGIC INFRARED SAUNA STUDIO LLC,Expired   Failure To File Renewal,us_ut,,2021-07-08,929 East Rusted Hills Dr,UT
HOME SAUNA SALES & SETUP LLC,Active   Current,us_ut,,2022-03-04,1924 N 2000 W,UT
"HOT TUB & SAUNA SHOP, L.L.C.",Active   Current,us_ut,,2022-05-16,"1552 E GATEWAY DR, SUITE 12",UT
CEDAR AND FIRE SAUNA LLC,Expired   Failure To File Renewal,us_ut,,2022-10-25,5 Matterhorn Circle,UT
"SAUNA COMPANY LLC, THE",Active   Current,us_ut,,2023-03-09,125 S 930 E,UT
SAUNA THERAPY STORE LLC,Active   Current,us_ut,,2023-02-22,2135 SALT CEDAR DR,UT
"HOME SAUNA LLC, THE",Active   Current,us_ut,,2023-05-24,872 N Main Street,UT
SISU SAUNA RENTALS LLC,Active   Current,us_ut,,2023-08-17,4454 W 11800 S,UT
"SALT & SAUNA, LLC",Active   Current,us_ut,,2023-09-25,1074 Lampligher Dr,UT
SALTY SAUNAS LLC,Active   Current,us_ut,,2023-10-17,"951 Washington St, A1",UT
CEDAR BUILT SAUNAS LLC,Active   Current,us_ut,,2024-01-02,1842 E 11000 N,UT
"HIGH ALTITUDE SAUNAS, LLC",Active   Current,us_ut,,2024-01-05,"6543 N Landmark Dr, #106",UT
"WINSAUNA CAPITAL MANAGEMENT, INC.",Expired   Failure To File Renewal,us_ut,,2000-02-14,6631 FIONA PLACE,CA
"INTERMOUNTAIN SPA & SAUNA, INC.",Expired   Invol. Diss / No Renewal,us_ut,,1977-05-17,3018 E 3300 S,UT
"SPA AND SAUNA SHOPPE, INC., THE",Expired   Invol. Diss / No Renewal,us_ut,,1983-07-27,3174 HIGHLAND DRIVE,UT
"SPA AND SAUNA SPECIALISTS, INC.",Expired   Invol. Diss / No Renewal,us_ut,,1984-03-12,,
"BLACKJACK SAUNA SUIT, LLC",Expired   Failure To File Renewal,us_ut,,2013-08-30,"Unknown, NA 00000",
"SAUNA CITY, LLC",Expired   Failure To File Renewal,us_ut,,2015-09-10,1337 EAST 750 NORTH,UT
VIKING SAUNA CORPORATION - MID EASTERN DIVISION,Inactive,us_va,,,,
ERKKI SAUNAS INC.,Inactive,us_va,,,,
HOT TUB & SAUNA SERVICE CO. THE,Inactive,us_va,,,,
"WESAUNARD, INC.",Active,us_va,,1994-06-16,9429 EVERETTE COURT,Virginia
CritterTown BathHouse inc.,Active,us_va,,2009-11-24,2819 HATHAWAY RD,Virginia
GGG DRY SAUNA INC.,Inactive,us_va,,,"7535 LITTLE RIVER TPKE STE 100-D, ANNANDALE VA 22003",
"The Hot Spot Sauna, Inc.",Inactive,us_va,,2013-01-02,43188 SPINKS FERRY RD.,Virginia
HAMMAM LINEN INC.,Pendinact,us_va,,2019-02-19,129 FORTNIGHTLY BLVD,Virginia
Bullet's Bathhouse LLC,Active,us_va,,2020-07-01,2306 Mill Rd,Virginia
"PARKSIDE SAUNA, INC.",Active,us_va,,2020-09-16,4371 John Marr Dr,Virginia
AM-Finn Sauna Company Inc.,Inactive,us_va,,2020-11-06,372 South Eagle Rd Ste 341,Idaho
Prism Saunas LLC,Inactive,us_va,,2021-01-18,719 N 33rd St,Virginia
Khammam LLC,Active,us_va,,2022-10-20,2341 Liberty Loop,Virginia
Prism Saunas and Sound LLC,Active,us_va,,2022-12-21,12 N 25th St,Virginia
SAUNA NYC LLC,Active,us_va,,2023-06-12,1021 N Cottonwood Rd,Virginia
The Sauna Fellowship LLC,Active,us_va,,2023-11-15,601 11th St NW,Virginia
Heavenly Heat Saunas LLC,Active,us_va,,2023-12-01,2408 s adventure trl,Virginia
River City Sauna Co. LLC,Inactive,us_va,,2023-12-18,3009 Montrose Ave,Virginia
River City Sauna Co. LLC,Active,us_va,,2023-12-27,3009 Montrose Ave,Virginia
"Frostfire Sauna and Cold Plunge, LLC",Active,us_va,,2024-03-15,3421 PLYMOUTH PL,Virginia
Seaside Saunas LLC,Active,us_va,,2024-03-26,1901 Falling Sun Cir,Virginia
Bethany Bathhouse Studio LLC,Active,us_va,,2024-03-27,1327 Cardwell St,Virginia
Train Stretch Sauna LLC,Active,us_va,,2024-05-05,1842 Cedar Cove Way # 201,Virginia
WESAUNARD LIMITED,Inactive,us_va,,,,
AM-Finn Sauna Company Inc.,Inactive,us_va,,2012-10-16,24823 CAN-ADA ROAD,Idaho
EZ SAUNA SOLUTIONS L.L.C.,Inactive,us_va,,,,
HEALTHY SAUNA LLC,Inactive,us_va,,,8204 W BON VIEW DR,VA
SAUNAMAN LLC,Inactive,us_va,,,7524 BLUE CEDAR DR,VA
SAUNA PLUS LLC,Inactive,us_va,,,1206 DANDY LOOP RD,VA
GEM SAUNAS LLC,Inactive,us_va,,,"214 CEDAR LN SE, APT 47",VA
"METIME PERSONAL SAUNAS, LLC",Inactive,us_va,,2011-05-06,443 ST PAULS BLVD STE 1D,Virginia
Yoga Sauna Juice LLC,Inactive,us_va,,2014-02-28,3033 WILSON BLVD SUITE E145,Virginia
"Harvest Custom Wine Cellars And Saunas, L.L.C.",Inactive,us_va,,2015-11-24,1509 Palmyra Avenue,Virginia
Method Infrared Sauna & Wellness LLC,Inactive,us_va,,2017-11-06,"2272 W. Great Neck Rd., Suite 2244",Virginia
"Sauna Drive, LLC",Active,us_va,,2018-03-15,10212 Sauna Drive,Virginia
Sauna Recovery Lounge LLC,Inactive,us_va,,2019-02-04,4445 Corporation Ln. STE 264,Virginia
CITY SAUNA LLC,Inactive,us_va,,2019-05-16,1509 Hedgerow Dr,Virginia
"10221 Sauna Drive, LLC",Inactive,us_va,,2019-10-01,231 Wylderose Drive,Virginia
"SOLHEM SAUNA, LLC",Active,us_vt,,1999-12-23,838 Turner Hill Rd,VT
LONG LIFE SAUNAS LLC,Inactive,us_vt,,2010-12-07,"564 MAPLE ST, NULL",VT
"THE CLUB AT VILLMARKSAUNA 14, INC.",Inactive,us_vt,,1985-01-30,4323 VT RTE 108 SOUTH,VT
"THE CLUB AT VILLMARKSAUNA 19, INC.",Inactive,us_vt,,1985-06-28,4323 VT RTE 108 SOUTH,VT
"THE CLUB AT VILLMARKSAUNA 22, INC.",Inactive,us_vt,,1985-06-28,4323 VT RTE 108 SOUTH,VT
VERMONT SPA AND SAUNA COMPANY,Inactive,us_vt,,1990-12-28,"920 WEST MAIN ST, NULL",VT
SAUNAMEX CORPORATION,Dissolved,us_vt,,1994-05-06,"212 WINGS POINT ROAD, NULL",VT
"MIKES HOT TUBS, POOLS & SAUNAS, INC.",Inactive,us_vt,,2004-10-21,"42 SCHOOL STREET, NULL",VT
"BAREFOOT CUSTOM POOL AND SAUNA, INC.",Dissolved,us_vt,,2009-11-03,"2383 SHELBURNE RD, NULL",VT
AESIR SAUNAS LLC,Inactive,us_vt,,2017-10-02,392 East Main St,VT
"THE VERMONT LOG SAUNA COMPANY, LLC",Dissolved,us_vt,,2019-04-05,838 TURNER HILL,VT
VERMONT ARTISAN SAUNAS LLC,Terminated,us_vt,,2020-08-31,"50 Benedict Lane, Apt B",VT
SWEAT SAUNA COMPANY LLC,Terminated,us_vt,,2021-01-14,823 Foster Hill Rd,VT
FINN COUNTRY SAUNA SALES LLC,Active,us_vt,,2023-02-09,34 Thayer Road,NH
FIRE & ICE SAUNA LLC,Active,us_vt,,2023-03-21,115 Norton Road,VT
VERMONT SAUNA LLC,Active,us_vt,,2024-01-10,8 Home Ave,VT
SAUNA BUILDERS OF VERMONT L.L.C.,Active,us_vt,,2024-03-19,600 Brookline rd,VT
ELLIOTT BAY SAUNA & HOT TUB CO.,Active,us_wa,,1995-01-25,1135 13TH AVE,WA
"CASCADE SPA, STOVE, AND SAUNA, INC",Administratively Dissolved,us_wa,,1997-01-03,,
"HOT HOUSE SPA AND SAUNA, L.L.C.",Active,us_wa,,1997-03-14,"1019 E PIKE ST, STE HH",WA
SAUNA360 INC.,Active,us_wa,,2002-10-07,575 COKATO ST E,MN
"BURKE BAY SAUNA, INC.",Inactive,us_wa,,1999-05-21,,
TROPICAL SAUNA CORPORATION,Administratively Dissolved,us_wa,,2001-05-24,5205 N HARVARD RD,WA
SUNSAUNA LLC,Administratively Dissolved,us_wa,,2008-01-11,"16715 CLEVELAND ST, REDMOND, WA, 98052",
BANYA NO. 5 LLC,Active,us_wa,,2003-08-05,217 9TH AVE N,WA
"BRIGHTON SAUNA, INC.",Inactive,us_wa,,2006-06-12,410 11TH AVE SE # 202,WA
"ALANA SAUNA STEAM & SHOWER, INC.",Inactive,us_wa,,2006-06-21,16625 1ST AVE SE,WA
LADYWELL'S SAUNA & VITALITY SPA LLC,Administratively Dissolved,us_wa,,2007-07-02,8538 1ST AVE NW,WA
ORGANICA SAUNA & SPA INC.,Inactive,us_wa,,2007-11-02,4013 NW 131ST,WA
AM-FINN SAUNA COMPANY INC.,Terminated,us_wa,,2011-08-04,"372 SOUTH EAGLE ROAD, SUITE 341",ID
SERENITY SAUNA AND WELLNESS CENTER LLC,Administratively Dissolved,us_wa,,2011-01-13,5383 SE ALPINE RD,WA
SAUNA HEALTH STORE LLC,Active,us_wa,,2011-07-01,325-C MIDWAY AVE,WA
"RUSAUNATY SERVICES, LLC",Administratively Dissolved,us_wa,,2012-07-18,331 102ND AVE SE #1,WA
SALUS SAUNAS LLC,Active,us_wa,,2013-04-12,2848 QUAIL CREEK WAY NE,WA
SHOWERBOX SAUNA LLC,Administratively Dissolved,us_wa,,2015-05-13,1200 OLD MARINE DR,WA
"SOUL SAUNA, LLC",Active,us_wa,,2015-06-15,611 LARKSPUR DR,CO
SAUNA QUEST AND HEALTH LLC,Voluntarily Dissolved,us_wa,,2017-04-03,115 HWY 20 # A2,WA
SAUNAMERICA LLC,Administratively Dissolved,us_wa,,2017-06-11,703 24TH AVE S,WA
WATER LILY THERAPEUTIC MASSAGE & SAUNA LLC,Active,us_wa,,2018-01-16,119 S PARKWAY AVE STE 101,WA
TERRA VITA SAUNAS LLC,Administratively Dissolved,us_wa,,2018-01-31,1903 NE NORTHGATE WAY,WA
RSAUNA LLC,Active,us_wa,,2018-07-11,522 W RIVERSIDE AVE,WA
SAUNATOPIA LLC,Withdrawn,us_wa,,2019-01-07,1910 THOMES AVE,WY
"SAUNA WORKS, INC.",Active,us_wa,,2021-04-14,1077 EASTSHORE HWY,CA
"GIG HARBOR BATHHOUSE, LLC",Active,us_wa,,2019-06-13,3826 71ST AVENUE CT NW,WA
RED WAVE SAUNA LLC,Administratively Dissolved,us_wa,,2019-08-12,14114B PLUM NELLY LN SE,WA
BANYA BY FGM INC,Active,us_wa,,2021-01-07,2814 COLBY AVE,WA
SAUNA HUT INC,Active,us_wa,,2021-03-31,6704 15TH AVE NW,WA
LEMOLO SAUNAS LLC,Administratively Dissolved,us_wa,,2021-05-27,2706 HURON ST,WA
"SEATSU SAUNA, SPC",Active,us_wa,,2021-10-01,1225 THOMPSON RD,WA
HEAT SAUNAS LLC,Administratively Dissolved,us_wa,,2021-10-11,16511 E SPRAGUE AVE UNIT E8,WA
SAUNA PLUS LLC,Administratively Dissolved,us_wa,,2021-12-29,141 W KINGSBURY RD,WA
HEAVENLY SAUNA LLC,Active,us_wa,,2022-02-01,929 N 145TH ST # 33433,WA
SOUL SAUNAS SJI LLC,Administratively Dissolved,us_wa,,2022-02-07,1019 HARBOR VIEW PL,WA
TUKWILA SAUNA LLC,Voluntarily Dissolved,us_wa,,2022-06-01,13985 INTERURBAN AVE S,WA
"THE YONI SAUNA, LLC",Active,us_wa,,2022-07-15,343 SE WYERS ST,WA
PUGET SOUND SAUNA LLC,Active,us_wa,,2022-07-27,4914 SW FORNEY ST,WA
ORGANIC SAUNA LLC,Active,us_wa,,2022-08-29,421 RAINIER AVE S,WA
PEACEFUL HEAT SAUNA LLC,Administratively Dissolved,us_wa,,2022-12-29,100 N HOWARD ST STE R,WA
ENCHANTMENT MOBILE SAUNA LLC,Active,us_wa,,2022-12-14,131 WHITMAN ST UNIT 4,WA
"FYRE SAUNA COMPANY, LLC",Active,us_wa,,2023-02-03,13119 164TH AVE SE,WA
STEAM HOUSE SAUNAS LLC,Active,us_wa,,2023-02-28,20215 112TH DR SE,WA
RIVERSIDE MOBILE SAUNA LLC,Active,us_wa,,2023-04-11,5500 NE FOURTH PLAIN BLVD APT 120,WA
SEA SAUNA LLC,Delinquent,us_wa,,2023-04-25,3130 PORTAGE BAY PL E APT C,WA
"BACCHUS'S BATHHOUSE, LLC",Active,us_wa,,2023-05-17,210 MOUNTAIN PARK BLVD SW APT F301,WA
SEATTLE SAUNA BUILDS LLC,Active,us_wa,,2023-05-26,2412 S 138TH ST,WA
SAUNATREK LLC,Active,us_wa,,2023-09-21,19550 8TH AVE NW,WA
ROAMING RADIANCE MOBILE SAUNA LLC,Active,us_wa,,2023-09-20,20507 NE 68TH ST,WA
SWEATY BEAR SAUNAS LLC,Active,us_wa,,2023-11-01,1925 LAKE LOUISE RD,WA
SAUNAS2YOU LLC,Active,us_wa,,2023-11-09,10811 NE 44TH ST,WA
HIGHLAND SAUNA LLC,Active,us_wa,,2023-11-06,421 RAINIER AVE S,WA
SOL SAUNA LLC,Active,us_wa,,2023-11-20,7516 RADNOR RD,MD
MAVRIK SAUNA LLC,Active,us_wa,,2023-12-05,111 FINN HALL RD,WA
WOODINVILLE SAUNA LLC,Active,us_wa,,2024-01-31,6311 216TH ST SE,WA
"SEABREEZE SAUNA AND COLD PLUNGE, LLC",Active,us_wa,,2024-02-08,720 N BAY AVE SE,WA
LOYLY SAUNA ROCKS LLC,Active,us_wa,,2024-04-08,522 W RIVERSIDE AVE STE N,WA
NORTH SHORE SAUNA LLC,Active,us_wa,,2024-03-29,3566 EMERSON RD,MN
APRES BATHHOUSE LLC,Active,us_wa,,2024-04-10,2814 NEQUALICUM AVE,WA
CLEAN LIFE SAUNA LLC,Active,us_wa,,2024-04-20,1425 100TH AVE NE,WA
"SAUNAS & WHIRLPOOLS UNLIMITED, INC.",Involuntarily Dissolved,us_wi,,1979-02-21,,
"TYLO SAUNA OF WISCONSIN, INC.",Involuntarily Dissolved,us_wi,,1979-07-12,,
"BUTTERFLY TUB & SAUNA, INC.",Administratively Dissolved,us_wi,,1999-09-23,,
"BREATHE SALT & SAUNA, INC.",Restored To Good Standing,us_wi,,2018-01-26,,
BREATHE SALT & SAUNA INC. SUN PRAIRIE,Administratively Dissolved,us_wi,,2020-03-01,,
BURLY BARREL SAUNAS LLC,Organized,us_wi,,2022-10-27,,
"BE WELL INFRARED SAUNA, LLC",Organized,us_wi,,2023-07-28,,
BLUE HERON BATHHOUSE LLC,Organized,us_wi,,2023-05-23,,
"CAPITOL SAUNA & TUB CO., INC.",Administratively Dissolved,us_wi,,1995-09-12,,
CENTERED SAUNA COMPANY LLC,Organized,us_wi,,2022-11-03,,
"FAR-INFRARED SAUNA, LLC",Administratively Dissolved,us_wi,,2005-04-20,,
GOOD HEALTH SAUNAS INC.,Restored To Good Standing,us_wi,,2019-01-01,,
HEALTHY MADE SAUNAS INC.,Administratively Dissolved,us_wi,,2015-01-24,,
HOT SPELL SAUNA LLC,Organized,us_wi,,2021-05-28,,
HOMESTEAD SAUNAS LLC,Organized,us_wi,,2022-03-25,,
KINDLED COMMUNITY SAUNA LLC,Organized,us_wi,,2023-05-25,,
"LITT SAUNA COMPANY, LLC",Organized,us_wi,,2022-10-05,,
NATIONAL SAUNAS INC.,Dissolved,us_wi,,2012-12-31,,
NORTHERN EXPOSURE SAUNAS LLC,Restored To Good Standing,us_wi,,2022-02-04,,
NORTHWOODS SAUNA COMPANY LLC,Organized,us_wi,,2022-03-16,,
NO BOUNDARIES SAUNAS LLC,Organized,us_wi,,2023-02-23,,
"OSSAUNA, LLC",Organized,us_wi,,2022-10-24,,
PENGUIN SPA & SAUNA LLC,Dissolved,us_wi,,2006-05-17,,
PURE HEALTH SAUNAS LLC,Administratively Dissolved,us_wi,,2013-08-28,,
REVIVE SALT & SAUNA LLC,Organized,us_wi,,2020-11-30,,
RED CEDAR SAUNA LLC,Delinquent,us_wi,,2021-05-03,,
ST. CROIX SAUNAS LLC,Administratively Dissolved,us_wi,,2004-08-10,,
"SUPERIOR SAUNA & STEAM MFG., LLC",Dissolved,us_wi,,2004-10-14,,
SAUNA BOB'S LLC,Dissolved,us_wi,,2007-08-01,,
SAUNA BOB ENTERPRISES LLC,Administratively Dissolved,us_wi,,2009-05-27,,
"SUNBRITE SAUNAS OF WISCONSIN, LLC",Administratively Dissolved,us_wi,,2009-12-18,,
"SUPERIOR SAUNA & STEAM MFG., LLC",Record Deleted,us_wi,,,,
"SAUNATARIUM, LLC",Administratively Dissolved,us_wi,,2011-11-08,,
SAUNA COMFORT LLC,Organized,us_wi,,2017-04-14,,
SMOKY LAKE SAUNAS LLC,Delinquent,us_wi,,2019-12-30,,
SOULFUL SAUNAS LLC,Restored To Good Standing,us_wi,,2020-12-28,,
"SUPERIOR SAUNA & STEAM FOUNDATION, INC.",Delinquent,us_wi,,2021-11-03,,
SISU NORDIC SAUNA LLC,Restored To Good Standing,us_wi,,2022-03-30,,
"SAUNA WORKS, INC.",Incorporated/Qualified,us_wi,,2023-03-27,,
STEAM ROCK SAUNAS LLC,Organized,us_wi,,2023-09-20,,
"SAUNADAY, LLC",Organized,us_wi,,2024-02-02,,
SALT & SAUNA LLC,Organized,us_wi,,2024-06-01,,
SAUNA FANSHAWE LLC,Organized,us_wi,,2024-03-26,,
TURTLE SAUNA HOUSE LLC,Administratively Dissolved,us_wi,,2017-07-09,,
THE SUPERIOR SAUNA COMPANY LLC,Registered,us_wi,,2022-02-22,,
THRIVE SAUNA LLC,Organized,us_wi,,2023-06-26,,
"UNWIND SAUNA, LLC",Organized,us_wi,,2022-01-05,,
UP NORTH SAUNA LLC,Delinquent,us_wi,,2022-03-07,,
UP NORTH RENTAL SAUNAS LLC,Dissolved,us_wi,,2022-03-08,,
WISCONSIN SAUNA LLC,Organized,us_wi,,2021-09-07,,
ALMOST HEAVEN SAUNAS LLC,Llc Cancellation (Foreign),us_wv,,2007-01-29,"32282 SENECA TRAIL NORTH, RENICK, WV, 24966",
AM-FINN SAUNA COMPANY INC.,Revoked (Failure To File Annual Report),us_wv,,2011-06-24,,
"Almost Heaven Yoga and Sauna Services, LLC",,us_wv,,2018-07-16,"830 BROAD ST., SUMMERSVILLE, WV, 26651",
